pf_value,num_trials,success_rate_mean,success_count,tasks_rescued_pct,failure_count
0.02,8,0.9507291666666666,7.605833333333333,97.55208333333333,0.394166666666667
0.04,8,0.865,6.92,94.421875,1.08
0.06,8,0.754375,6.035,90.63020833333334,1.9649999999999999
0.08,8,0.6042708333333333,4.8341666666666665,80.79166666666667,3.1658333333333335
0.1,8,0.5421875,4.3375,72.96875,3.6624999999999996
