hazard_count,num_trials,success_rate_mean,success_count,tasks_rescued_pct,failure_count
1,8,0.9507291666666666,7.605833333333333,97.55208333333333,0.394166666666667
2,8,0.9055208333333333,7.244166666666667,93.03125,0.7558333333333334
3,8,0.8885416666666667,7.108333333333333,91.84895833333333,0.8916666666666666
4,8,0.7262500000000001,5.8100000000000005,81.265625,2.1899999999999995
5,8,0.5471874999999999,4.3774999999999995,68.21875,3.6225000000000005
